date,year,week,location,age_group,value
2014-10-05,2014,40,DE,00-04,32.9
2014-10-05,2014,40,DE,05-14,5.5
2014-10-05,2014,40,DE,15-34,2.2
2014-10-05,2014,40,DE,35-59,2.4
2014-10-05,2014,40,DE,60-79,10.0
2014-10-05,2014,40,DE,80+,35.6
2014-10-05,2014,40,DE,00+,8.0
2014-10-12,2014,41,DE,00-04,29.1
2014-10-12,2014,41,DE,05-14,5.5
2014-10-12,2014,41,DE,15-34,3.1
2014-10-12,2014,41,DE,35-59,2.7
2014-10-12,2014,41,DE,60-79,10.7
2014-10-12,2014,41,DE,80+,42.2
2014-10-12,2014,41,DE,00+,8.6
2014-10-19,2014,42,DE,00-04,39.1
2014-10-19,2014,42,DE,05-14,6.0
2014-10-19,2014,42,DE,15-34,2.6
2014-10-19,2014,42,DE,35-59,3.4
2014-10-19,2014,42,DE,60-79,11.6
2014-10-19,2014,42,DE,80+,37.9
2014-10-19,2014,42,DE,00+,9.3
2014-10-26,2014,43,DE,00-04,40.6
2014-10-26,2014,43,DE,05-14,5.0
2014-10-26,2014,43,DE,15-34,2.4
2014-10-26,2014,43,DE,35-59,3.4
2014-10-26,2014,43,DE,60-79,11.2
2014-10-26,2014,43,DE,80+,41.4
2014-10-26,2014,43,DE,00+,9.3
2014-11-02,2014,44,DE,00-04,38.2
2014-11-02,2014,44,DE,05-14,8.8
2014-11-02,2014,44,DE,15-34,1.6
2014-11-02,2014,44,DE,35-59,3.7
2014-11-02,2014,44,DE,60-79,12.2
2014-11-02,2014,44,DE,80+,46.0
2014-11-02,2014,44,DE,00+,10.0
2014-11-09,2014,45,DE,00-04,44.4
2014-11-09,2014,45,DE,05-14,6.2
2014-11-09,2014,45,DE,15-34,2.6
2014-11-09,2014,45,DE,35-59,3.6
2014-11-09,2014,45,DE,60-79,9.9
2014-11-09,2014,45,DE,80+,41.4
2014-11-09,2014,45,DE,00+,9.4
2014-11-16,2014,46,DE,00-04,38.7
2014-11-16,2014,46,DE,05-14,8.1
2014-11-16,2014,46,DE,15-34,3.5
2014-11-16,2014,46,DE,35-59,2.6
2014-11-16,2014,46,DE,60-79,11.6
2014-11-16,2014,46,DE,80+,47.1
2014-11-16,2014,46,DE,00+,10.0
2014-11-23,2014,47,DE,00-04,53.9
2014-11-23,2014,47,DE,05-14,8.1
2014-11-23,2014,47,DE,15-34,2.3
2014-11-23,2014,47,DE,35-59,3.2
2014-11-23,2014,47,DE,60-79,11.4
2014-11-23,2014,47,DE,80+,42.9
2014-11-23,2014,47,DE,00+,10.3
2014-11-30,2014,48,DE,00-04,61.6
2014-11-30,2014,48,DE,05-14,6.9
2014-11-30,2014,48,DE,15-34,2.5
2014-11-30,2014,48,DE,35-59,3.8
2014-11-30,2014,48,DE,60-79,13.9
2014-11-30,2014,48,DE,80+,44.5
2014-11-30,2014,48,DE,00+,11.5
2014-12-07,2014,49,DE,00-04,64.5
2014-12-07,2014,49,DE,05-14,6.7
2014-12-07,2014,49,DE,15-34,2.6
2014-12-07,2014,49,DE,35-59,3.4
2014-12-07,2014,49,DE,60-79,13.2
2014-12-07,2014,49,DE,80+,47.5
2014-12-07,2014,49,DE,00+,11.6
2014-12-14,2014,50,DE,00-04,88.8
2014-12-14,2014,50,DE,05-14,7.9
2014-12-14,2014,50,DE,15-34,3.6
2014-12-14,2014,50,DE,35-59,3.8
2014-12-14,2014,50,DE,60-79,15.1
2014-12-14,2014,50,DE,80+,55.2
2014-12-14,2014,50,DE,00+,14.1
2014-12-21,2014,51,DE,00-04,93.1
2014-12-21,2014,51,DE,05-14,7.4
2014-12-21,2014,51,DE,15-34,2.2
2014-12-21,2014,51,DE,35-59,4.2
2014-12-21,2014,51,DE,60-79,16.3
2014-12-21,2014,51,DE,80+,55.2
2014-12-21,2014,51,DE,00+,14.4
2014-12-28,2014,52,DE,00-04,121.3
2014-12-28,2014,52,DE,05-14,5.2
2014-12-28,2014,52,DE,15-34,1.7
2014-12-28,2014,52,DE,35-59,5.1
2014-12-28,2014,52,DE,60-79,18.6
2014-12-28,2014,52,DE,80+,72.0
2014-12-28,2014,52,DE,00+,17.4
2015-01-04,2015,1,DE,00-04,96.0
2015-01-04,2015,1,DE,05-14,4.6
2015-01-04,2015,1,DE,15-34,3.0
2015-01-04,2015,1,DE,35-59,4.9
2015-01-04,2015,1,DE,60-79,16.8
2015-01-04,2015,1,DE,80+,72.1
2015-01-04,2015,1,DE,00+,16.1
2015-01-11,2015,2,DE,00-04,65.3
2015-01-11,2015,2,DE,05-14,5.6
2015-01-11,2015,2,DE,15-34,3.2
2015-01-11,2015,2,DE,35-59,4.9
2015-01-11,2015,2,DE,60-79,19.7
2015-01-11,2015,2,DE,80+,68.9
2015-01-11,2015,2,DE,00+,15.2
2015-01-18,2015,3,DE,00-04,77.9
2015-01-18,2015,3,DE,05-14,5.8
2015-01-18,2015,3,DE,15-34,3.8
2015-01-18,2015,3,DE,35-59,5.0
2015-01-18,2015,3,DE,60-79,19.7
2015-01-18,2015,3,DE,80+,65.6
2015-01-18,2015,3,DE,00+,15.8
2015-01-25,2015,4,DE,00-04,102.3
2015-01-25,2015,4,DE,05-14,6.0
2015-01-25,2015,4,DE,15-34,3.2
2015-01-25,2015,4,DE,35-59,5.1
2015-01-25,2015,4,DE,60-79,16.0
2015-01-25,2015,4,DE,80+,68.5
2015-01-25,2015,4,DE,00+,16.2
2015-02-01,2015,5,DE,00-04,119.4
2015-02-01,2015,5,DE,05-14,10.2
2015-02-01,2015,5,DE,15-34,5.1
2015-02-01,2015,5,DE,35-59,6.6
2015-02-01,2015,5,DE,60-79,19.7
2015-02-01,2015,5,DE,80+,74.3
2015-02-01,2015,5,DE,00+,19.7
2015-02-08,2015,6,DE,00-04,112.2
2015-02-08,2015,6,DE,05-14,8.8
2015-02-08,2015,6,DE,15-34,4.1
2015-02-08,2015,6,DE,35-59,6.7
2015-02-08,2015,6,DE,60-79,24.7
2015-02-08,2015,6,DE,80+,108.6
