date,location,age_group,value
2009-06-21,DE,00+,0
2009-07-19,DE,00+,0
2009-07-26,DE,00+,0
2009-10-18,DE,00+,0
2009-11-01,DE,00+,0
2009-11-08,DE,00+,0
2009-11-15,DE,00+,0
2009-11-22,DE,00+,0
2009-11-29,DE,00+,0
2009-12-06,DE,00+,0
2009-12-13,DE,00+,0
2009-12-20,DE,00+,0
2009-12-27,DE,00+,0
2010-01-03,DE,00+,0
2010-01-10,DE,00+,0
2010-01-24,DE,00+,0
2010-01-31,DE,00+,0
2010-02-07,DE,00+,0
2010-02-21,DE,00+,0
2010-02-28,DE,00+,0
2010-03-07,DE,00+,0
2010-04-04,DE,00+,0
2010-04-11,DE,00+,0
2010-04-18,DE,00+,0
2010-07-11,DE,00+,0
2010-08-08,DE,00+,0
2010-10-31,DE,00+,0
2010-11-07,DE,00+,0
2010-11-14,DE,00+,0
2010-11-21,DE,00+,0
2010-12-05,DE,00+,0
2010-12-12,DE,00+,0
2010-12-19,DE,00+,0
2010-12-26,DE,00+,0
2011-01-02,DE,00+,0
2011-01-09,DE,00+,0
2011-01-16,DE,00+,0
2011-01-23,DE,00+,0
2011-01-30,DE,00+,0
2011-02-06,DE,00+,0
2011-02-13,DE,00+,0
2011-02-27,DE,00+,0
2011-03-13,DE,00+,0
2011-03-27,DE,00+,0
2011-04-03,DE,00+,0
2011-05-22,DE,00+,0
2011-09-04,DE,00+,0
2011-10-09,DE,00+,0
2011-10-16,DE,00+,0
2011-10-30,DE,00+,0
2011-12-04,DE,00+,0
2011-12-25,DE,00+,0
2012-01-01,DE,00+,0
2012-01-08,DE,00+,0
2012-01-22,DE,00+,0
2012-01-29,DE,00+,0
2012-02-12,DE,00+,0
2012-02-19,DE,00+,0
2012-02-26,DE,00+,0
2012-03-04,DE,00+,0
2012-03-11,DE,00+,0
2012-03-25,DE,00+,0
2012-04-08,DE,00+,0
2012-04-15,DE,00+,0
2012-04-22,DE,00+,0
2012-04-29,DE,00+,0
2012-05-13,DE,00+,0
2012-05-20,DE,00+,0
2012-06-03,DE,00+,0
2012-06-17,DE,00+,0
2012-06-24,DE,00+,0
2012-07-08,DE,00+,0
2012-08-12,DE,00+,0
2012-09-02,DE,00+,0
2012-10-07,DE,00+,0
2012-10-14,DE,00+,0
2012-10-28,DE,00+,0
2012-11-04,DE,00+,0
2012-11-11,DE,00+,0
2012-11-25,DE,00+,0
2012-12-09,DE,00+,0
2012-12-23,DE,00+,0
2012-12-30,DE,00+,0
2013-01-06,DE,00+,0
2013-01-13,DE,00+,0
2013-01-20,DE,00+,0
2013-01-27,DE,00+,0
2013-02-03,DE,00+,0
2013-02-10,DE,00+,0
2013-02-17,DE,00+,0
2013-02-24,DE,00+,0
2013-03-03,DE,00+,0
2013-03-10,DE,00+,0
2013-03-17,DE,00+,0
2013-03-24,DE,00+,0
2013-04-07,DE,00+,0
2013-04-14,DE,00+,0
2013-04-21,DE,00+,0
2013-04-28,DE,00+,0
2013-05-05,DE,00+,0
2013-05-12,DE,00+,0
2013-05-19,DE,00+,0
2013-05-26,DE,00+,0
2013-06-02,DE,00+,0
2013-06-09,DE,00+,0
2013-06-23,DE,00+,0
2013-06-30,DE,00+,0
2013-07-07,DE,00+,0
2013-07-14,DE,00+,0
2013-07-28,DE,00+,0
2013-08-04,DE,00+,0
2013-08-18,DE,00+,0
