location,age_group,year,week,date,value
DE,00+,2022,39,2022-10-02,0
DE,00+,2022,40,2022-10-09,5
DE,00+,2022,41,2022-10-16,1
DE,00+,2022,42,2022-10-23,4
DE,00+,2022,43,2022-10-30,12
DE,00+,2022,44,2022-11-06,6
DE,00+,2022,45,2022-11-13,15
DE,00+,2022,46,2022-11-20,40
DE,00+,2022,47,2022-11-27,60
DE,00+,2022,48,2022-12-04,46
DE,00+,2022,49,2022-12-11,35
DE,00+,2022,50,2022-12-18,59
DE,00+,2022,51,2022-12-25,65
DE,00+,2022,52,2023-01-01,38
DE,00+,2023,1,2023-01-08,91
DE,00+,2023,2,2023-01-15,70
DE,00+,2023,3,2023-01-22,43
DE,00+,2023,4,2023-01-29,45
DE,00+,2023,5,2023-02-05,31
DE,00+,2023,6,2023-02-12,24
DE,00+,2023,7,2023-02-19,18
DE,00+,2023,8,2023-02-26,0
DE,00+,2023,9,2023-03-05,2
DE,00+,2023,10,2023-03-12,6
DE,00+,2023,11,2023-03-19,7
DE,00+,2023,12,2023-03-26,3
DE,00+,2023,13,2023-04-02,0
DE,00+,2023,14,2023-04-09,3
DE,00+,2023,15,2023-04-16,1
DE,00+,2023,16,2023-04-23,5
DE,00+,2023,17,2023-04-30,0
DE,00+,2023,18,2023-05-07,0
DE,00+,2023,19,2023-05-14,2
DE,00+,2023,20,2023-05-21,1
DE,00+,2023,21,2023-05-28,1
DE,00+,2023,22,2023-06-04,2
DE,00+,2023,23,2023-06-11,0
DE,00+,2023,24,2023-06-18,0
DE,00+,2023,25,2023-06-25,0
DE,00+,2023,26,2023-07-02,0
DE,00+,2023,27,2023-07-09,0
DE,00+,2023,28,2023-07-16,0
DE,00+,2023,29,2023-07-23,0
DE,00+,2023,30,2023-07-30,0
DE,00+,2023,31,2023-08-06,0
DE,00+,2023,32,2023-08-13,0
DE,00+,2023,33,2023-08-20,0
DE,00+,2023,34,2023-08-27,1
DE,00+,2023,35,2023-09-03,1
DE,00+,2023,36,2023-09-10,1
DE,00+,2023,37,2023-09-17,1
DE,00+,2023,38,2023-09-24,0
DE,00+,2023,39,2023-10-01,1
DE,00+,2023,40,2023-10-08,2
DE,00+,2023,41,2023-10-15,2
DE,00+,2023,42,2023-10-22,3
DE,00+,2023,43,2023-10-29,7
DE,00+,2023,44,2023-11-05,4
DE,00+,2023,45,2023-11-12,2
