"date","location","age_group","value"
"2021-10-10","DE","00+","0"
"2021-10-17","DE","00+","0"
"2021-10-24","DE","00+","0"
"2021-10-31","DE","00+","0"
"2021-11-07","DE","00+","0"
"2021-11-14","DE","00+","0"
"2021-11-21","DE","00+","0"
"2021-11-28","DE","00+","0"
"2021-10-10","DE-BB-BE","00+","0"
"2021-10-17","DE-BB-BE","00+","0"
"2021-10-24","DE-BB-BE","00+","0"
"2021-10-31","DE-BB-BE","00+","0"
"2021-11-07","DE-BB-BE","00+","0"
"2021-11-14","DE-BB-BE","00+","0"
"2021-11-21","DE-BB-BE","00+","0"
"2021-11-28","DE-BB-BE","00+","0"
"2021-10-10","DE-BW","00+","0"
"2021-10-17","DE-BW","00+","0"
"2021-10-24","DE-BW","00+","0"
"2021-10-31","DE-BW","00+","0"
"2021-11-07","DE-BW","00+","0"
"2021-11-14","DE-BW","00+","0"
"2021-11-21","DE-BW","00+","0"
"2021-11-28","DE-BW","00+","0"
"2021-10-10","DE-BY","00+","0"
"2021-10-17","DE-BY","00+","0"
"2021-10-24","DE-BY","00+","0"
"2021-10-31","DE-BY","00+","0"
"2021-11-07","DE-BY","00+","0"
"2021-11-14","DE-BY","00+","0"
"2021-11-21","DE-BY","00+","0"
"2021-11-28","DE-BY","00+","0"
"2021-10-10","DE-HE","00+","0"
"2021-10-17","DE-HE","00+","0"
"2021-10-24","DE-HE","00+","0"
"2021-10-31","DE-HE","00+","0"
"2021-11-07","DE-HE","00+","0"
"2021-11-14","DE-HE","00+","0"
"2021-11-21","DE-HE","00+","0"
"2021-11-28","DE-HE","00+","0"
"2021-10-10","DE-MV","00+","0"
"2021-10-17","DE-MV","00+","0"
"2021-10-24","DE-MV","00+","0"
"2021-10-31","DE-MV","00+","0"
"2021-11-07","DE-MV","00+","0"
"2021-11-14","DE-MV","00+","0"
"2021-11-21","DE-MV","00+","0"
"2021-11-28","DE-MV","00+","0"
"2021-10-10","DE-NI-HB","00+","0"
"2021-10-17","DE-NI-HB","00+","0"
"2021-10-24","DE-NI-HB","00+","0"
"2021-10-31","DE-NI-HB","00+","0"
"2021-11-07","DE-NI-HB","00+","0"
"2021-11-14","DE-NI-HB","00+","0"
"2021-11-21","DE-NI-HB","00+","0"
"2021-11-28","DE-NI-HB","00+","0"
"2021-10-10","DE-NW","00+","0"
"2021-10-17","DE-NW","00+","0"
"2021-10-24","DE-NW","00+","0"
"2021-10-31","DE-NW","00+","0"
"2021-11-07","DE-NW","00+","0"
"2021-11-14","DE-NW","00+","0"
"2021-11-21","DE-NW","00+","0"
"2021-11-28","DE-NW","00+","0"
"2021-10-10","DE-RP-SL","00+","0"
"2021-10-17","DE-RP-SL","00+","0"
"2021-10-24","DE-RP-SL","00+","0"
"2021-10-31","DE-RP-SL","00+","0"
"2021-11-07","DE-RP-SL","00+","0"
"2021-11-14","DE-RP-SL","00+","0"
"2021-11-21","DE-RP-SL","00+","0"
"2021-11-28","DE-RP-SL","00+","0"
"2021-10-10","DE-SH-HH","00+","0"
"2021-10-17","DE-SH-HH","00+","0"
"2021-10-24","DE-SH-HH","00+","0"
"2021-10-31","DE-SH-HH","00+","0"
"2021-11-07","DE-SH-HH","00+","0"
"2021-11-14","DE-SH-HH","00+","0"
"2021-11-21","DE-SH-HH","00+","0"
"2021-11-28","DE-SH-HH","00+","0"
"2021-10-10","DE-SN","00+","0"
"2021-10-17","DE-SN","00+","0"
"2021-10-24","DE-SN","00+","0"
"2021-10-31","DE-SN","00+","0"
"2021-11-07","DE-SN","00+","0"
"2021-11-14","DE-SN","00+","0"
"2021-11-21","DE-SN","00+","0"
"2021-11-28","DE-SN","00+","0"
"2021-10-10","DE-ST","00+","0"
"2021-10-17","DE-ST","00+","0"
"2021-10-24","DE-ST","00+","0"
"2021-10-31","DE-ST","00+","0"
"2021-11-07","DE-ST","00+","0"
"2021-11-14","DE-ST","00+","0"
"2021-11-21","DE-ST","00+","0"
"2021-11-28","DE-ST","00+","0"
"2021-10-10","DE-TH","00+","0"
"2021-10-17","DE-TH","00+","0"
"2021-10-24","DE-TH","00+","0"
"2021-10-31","DE-TH","00+","0"
"2021-11-07","DE-TH","00+","0"
"2021-11-14","DE-TH","00+","0"
"2021-11-21","DE-TH","00+","0"
"2021-11-28","DE-TH","00+","0"
