"date","location","age_group","value"
"2021-10-10","DE","00+","56"
"2021-10-17","DE","00+","57"
"2021-10-24","DE","00+","33"
"2021-10-31","DE","00+","36"
"2021-11-07","DE","00+","53"
"2021-11-14","DE","00+","88"
"2021-11-21","DE","00+","86"
"2021-11-28","DE","00+","90"
"2021-12-05","DE","00+","94"
"2021-12-12","DE","00+","188"
"2021-12-19","DE","00+","247"
"2021-12-26","DE","00+","186"
"2021-10-10","DE-BB-BE","00+","6"
"2021-10-17","DE-BB-BE","00+","10"
"2021-10-24","DE-BB-BE","00+","2"
"2021-10-31","DE-BB-BE","00+","4"
"2021-11-07","DE-BB-BE","00+","7"
"2021-11-14","DE-BB-BE","00+","9"
"2021-11-21","DE-BB-BE","00+","7"
"2021-11-28","DE-BB-BE","00+","9"
"2021-12-05","DE-BB-BE","00+","7"
"2021-12-12","DE-BB-BE","00+","16"
"2021-12-19","DE-BB-BE","00+","27"
"2021-12-26","DE-BB-BE","00+","23"
"2021-10-10","DE-BW","00+","8"
"2021-10-17","DE-BW","00+","11"
"2021-10-24","DE-BW","00+","4"
"2021-10-31","DE-BW","00+","8"
"2021-11-07","DE-BW","00+","10"
"2021-11-14","DE-BW","00+","20"
"2021-11-21","DE-BW","00+","10"
"2021-11-28","DE-BW","00+","13"
"2021-12-05","DE-BW","00+","12"
"2021-12-12","DE-BW","00+","23"
"2021-12-19","DE-BW","00+","23"
"2021-12-26","DE-BW","00+","24"
"2021-10-10","DE-BY","00+","4"
"2021-10-17","DE-BY","00+","3"
"2021-10-24","DE-BY","00+","0"
"2021-10-31","DE-BY","00+","4"
"2021-11-07","DE-BY","00+","2"
"2021-11-14","DE-BY","00+","4"
"2021-11-21","DE-BY","00+","3"
"2021-11-28","DE-BY","00+","6"
"2021-12-05","DE-BY","00+","7"
"2021-12-12","DE-BY","00+","20"
"2021-12-19","DE-BY","00+","24"
"2021-12-26","DE-BY","00+","13"
"2021-10-10","DE-HE","00+","4"
"2021-10-17","DE-HE","00+","2"
"2021-10-24","DE-HE","00+","2"
"2021-10-31","DE-HE","00+","4"
"2021-11-07","DE-HE","00+","5"
"2021-11-14","DE-HE","00+","6"
"2021-11-21","DE-HE","00+","9"
"2021-11-28","DE-HE","00+","7"
"2021-12-05","DE-HE","00+","10"
"2021-12-12","DE-HE","00+","31"
"2021-12-19","DE-HE","00+","28"
"2021-12-26","DE-HE","00+","29"
"2021-10-10","DE-MV","00+","2"
"2021-10-17","DE-MV","00+","3"
"2021-10-24","DE-MV","00+","3"
"2021-10-31","DE-MV","00+","3"
"2021-11-07","DE-MV","00+","1"
"2021-11-14","DE-MV","00+","3"
"2021-11-21","DE-MV","00+","3"
"2021-11-28","DE-MV","00+","2"
"2021-12-05","DE-MV","00+","3"
"2021-12-12","DE-MV","00+","3"
"2021-12-19","DE-MV","00+","5"
"2021-12-26","DE-MV","00+","3"
"2021-10-10","DE-NI-HB","00+","6"
"2021-10-17","DE-NI-HB","00+","4"
"2021-10-24","DE-NI-HB","00+","0"
"2021-10-31","DE-NI-HB","00+","3"
"2021-11-07","DE-NI-HB","00+","4"
"2021-11-14","DE-NI-HB","00+","4"
"2021-11-21","DE-NI-HB","00+","8"
"2021-11-28","DE-NI-HB","00+","8"
"2021-12-05","DE-NI-HB","00+","2"
"2021-12-12","DE-NI-HB","00+","9"
"2021-12-19","DE-NI-HB","00+","13"
"2021-12-26","DE-NI-HB","00+","15"
"2021-10-10","DE-NW","00+","5"
"2021-10-17","DE-NW","00+","5"
"2021-10-24","DE-NW","00+","7"
"2021-10-31","DE-NW","00+","5"
"2021-11-07","DE-NW","00+","12"
"2021-11-14","DE-NW","00+","14"
"2021-11-21","DE-NW","00+","21"
"2021-11-28","DE-NW","00+","16"
"2021-12-05","DE-NW","00+","24"
"2021-12-12","DE-NW","00+","35"
"2021-12-19","DE-NW","00+","41"
"2021-12-26","DE-NW","00+","29"
"2021-10-10","DE-RP-SL","00+","7"
"2021-10-17","DE-RP-SL","00+","7"
"2021-10-24","DE-RP-SL","00+","4"
"2021-10-31","DE-RP-SL","00+","1"
"2021-11-07","DE-RP-SL","00+","5"
"2021-11-14","DE-RP-SL","00+","6"
"2021-11-21","DE-RP-SL","00+","7"
"2021-11-28","DE-RP-SL","00+","10"
"2021-12-05","DE-RP-SL","00+","7"
"2021-12-12","DE-RP-SL","00+","14"
"2021-12-19","DE-RP-SL","00+","20"
"2021-12-26","DE-RP-SL","00+","7"
"2021-10-10","DE-SH-HH","00+","2"
"2021-10-17","DE-SH-HH","00+","0"
"2021-10-24","DE-SH-HH","00+","0"
"2021-10-31","DE-SH-HH","00+","0"
"2021-11-07","DE-SH-HH","00+","0"
"2021-11-14","DE-SH-HH","00+","2"
"2021-11-21","DE-SH-HH","00+","2"
"2021-11-28","DE-SH-HH","00+","2"
"2021-12-05","DE-SH-HH","00+","1"
"2021-12-12","DE-SH-HH","00+","3"
"2021-12-19","DE-SH-HH","00+","9"
"2021-12-26","DE-SH-HH","00+","0"
"2021-10-10","DE-SN","00+","4"
"2021-10-17","DE-SN","00+","4"
"2021-10-24","DE-SN","00+","3"
"2021-10-31","DE-SN","00+","4"
"2021-11-07","DE-SN","00+","0"
"2021-11-14","DE-SN","00+","8"
"2021-11-21","DE-SN","00+","7"
"2021-11-28","DE-SN","00+","3"
"2021-12-05","DE-SN","00+","8"
"2021-12-12","DE-SN","00+","12"
"2021-12-19","DE-SN","00+","21"
"2021-12-26","DE-SN","00+","15"
"2021-10-10","DE-ST","00+","0"
"2021-10-17","DE-ST","00+","0"
"2021-10-24","DE-ST","00+","0"
"2021-10-31","DE-ST","00+","0"
"2021-11-07","DE-ST","00+","0"
"2021-11-14","DE-ST","00+","0"
"2021-11-21","DE-ST","00+","3"
"2021-11-28","DE-ST","00+","6"
"2021-12-05","DE-ST","00+","4"
"2021-12-12","DE-ST","00+","4"
"2021-12-19","DE-ST","00+","5"
"2021-12-26","DE-ST","00+","1"
"2021-10-10","DE-TH","00+","8"
"2021-10-17","DE-TH","00+","8"
"2021-10-24","DE-TH","00+","8"
"2021-10-31","DE-TH","00+","0"
"2021-11-07","DE-TH","00+","7"
"2021-11-14","DE-TH","00+","12"
"2021-11-21","DE-TH","00+","6"
"2021-11-28","DE-TH","00+","8"
"2021-12-05","DE-TH","00+","9"
"2021-12-12","DE-TH","00+","18"
"2021-12-19","DE-TH","00+","31"
"2021-12-26","DE-TH","00+","27"
