"date","location","age_group","value"
"2021-10-10","DE-BW","00+",15
"2021-10-17","DE-BW","00+",15
"2021-10-24","DE-BW","00+",10
"2021-10-31","DE-BW","00+",26
"2021-11-07","DE-BW","00+",10
"2021-11-14","DE-BW","00+",20
"2021-11-21","DE-BW","00+",16
"2021-11-28","DE-BW","00+",14
"2021-12-05","DE-BW","00+",20
"2021-12-12","DE-BW","00+",16
"2021-12-19","DE-BW","00+",14
"2021-12-26","DE-BW","00+",5
"2022-01-02","DE-BW","00+",16
"2022-01-09","DE-BW","00+",4
"2022-01-16","DE-BW","00+",14
"2022-01-23","DE-BW","00+",13
"2022-01-30","DE-BW","00+",16
"2022-02-06","DE-BW","00+",15
"2022-02-13","DE-BW","00+",13
"2021-10-10","DE-BY","00+",11
"2021-10-17","DE-BY","00+",13
"2021-10-24","DE-BY","00+",28
"2021-10-31","DE-BY","00+",15
"2021-11-07","DE-BY","00+",5
"2021-11-14","DE-BY","00+",17
"2021-11-21","DE-BY","00+",12
"2021-11-28","DE-BY","00+",8
"2021-12-05","DE-BY","00+",8
"2021-12-12","DE-BY","00+",7
"2021-12-19","DE-BY","00+",14
"2021-12-26","DE-BY","00+",2
"2022-01-02","DE-BY","00+",1
"2022-01-09","DE-BY","00+",1
"2022-01-16","DE-BY","00+",5
"2022-01-23","DE-BY","00+",7
"2022-01-30","DE-BY","00+",8
"2022-02-06","DE-BY","00+",10
"2022-02-13","DE-BY","00+",8
"2021-10-10","DE-BB-BE","00+",22
"2021-10-17","DE-BB-BE","00+",20
"2021-10-24","DE-BB-BE","00+",19
"2021-10-31","DE-BB-BE","00+",19
"2021-11-07","DE-BB-BE","00+",26
"2021-11-14","DE-BB-BE","00+",14
"2021-11-21","DE-BB-BE","00+",16
"2021-11-28","DE-BB-BE","00+",24
"2021-12-05","DE-BB-BE","00+",23
"2021-12-12","DE-BB-BE","00+",20
"2021-12-19","DE-BB-BE","00+",15
"2021-12-26","DE-BB-BE","00+",0
"2022-01-02","DE-BB-BE","00+",3
"2022-01-09","DE-BB-BE","00+",12
"2022-01-16","DE-BB-BE","00+",9
"2022-01-23","DE-BB-BE","00+",14
"2022-01-30","DE-BB-BE","00+",5
"2022-02-06","DE-BB-BE","00+",5
"2022-02-13","DE-BB-BE","00+",13
"2021-10-10","DE-HE","00+",25
"2021-10-17","DE-HE","00+",18
"2021-10-24","DE-HE","00+",42
"2021-10-31","DE-HE","00+",41
"2021-11-07","DE-HE","00+",31
"2021-11-14","DE-HE","00+",40
"2021-11-21","DE-HE","00+",24
"2021-11-28","DE-HE","00+",39
"2021-12-05","DE-HE","00+",25
"2021-12-12","DE-HE","00+",26
"2021-12-19","DE-HE","00+",17
"2021-12-26","DE-HE","00+",12
"2022-01-02","DE-HE","00+",2
"2022-01-09","DE-HE","00+",15
"2022-01-16","DE-HE","00+",25
"2022-01-23","DE-HE","00+",19
"2022-01-30","DE-HE","00+",44
"2022-02-06","DE-HE","00+",25
"2022-02-13","DE-HE","00+",34
"2021-10-10","DE-MV","00+",2
"2021-10-17","DE-MV","00+",2
"2021-10-24","DE-MV","00+",3
"2021-10-31","DE-MV","00+",2
"2021-11-07","DE-MV","00+",1
"2021-11-14","DE-MV","00+",2
